,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
273,molinxchell,𝑻𝒘𝒐 𝒘𝒐𝒓𝒍𝒅𝒔 𝒄𝒐𝒍𝒍𝒊𝒅𝒆 𝒘𝒉𝒆𝒏 𝑰'𝒎 𝒘𝒊𝒕𝒉 𝒚𝒐𝒖 ~      🏳️‍🌈      • ela/dela  •,,826,236,1541,8,APAIXONADA NA MINHA RTX 3080 DA ZOTAC! Os games tão como??? NO FULL! Inclusive o Minezinho RTX com a tecnologia DLSS a gente ganha uma performance absurda! Obg zooootac ❤❤ @NVIDIAGeForceBR @zotacbrasil #RTXON #ad https://t.co/cEa1UchxWq https://t.co/JwbfHIYQea,[]
274,quasartheking,"@quasarpvd•@strendd •@k1nGOD•
https://t.co/rt5HHJfSrq 🪐

everthing i need is on the ground 🌿",CODE: K1NGOD #AD,268,383,14171,2,"ARENA DUO ft @1Lipinho09 🔴RESGATE SKINS VENDO A LIVE/ SUBS 3x !vantagenssub🔴 !meta !time/ SUBS 17/30/ 

use o code ""woouis"" #ad 

https://t.co/quK9twsajs
https://t.co/quK9twsajs
https://t.co/quK9twsajs

@ObtainedGG",['ad']
275,kwoizz,,,1502,628,85371,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
276,bicha_grio,"Juliete, o professor e a estrelinha Camilla de Lucas e não abro. Gil ainda vendo.   #bbb21","Aracaju, Brasil",330,17,1121,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
277,joygabriela,"ENFP-T Photography, Tech Marketing, Cats, Food, Shitpost and Games. Not necessarily in that order.",Amsterdam,764,646,44514,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
278,ANDRESP082,12🇪🇦 Pro de VP porque soy nefasto,,95,27,564,1,Code Jaiuel #ad,['ad']
279,marianexxl,•criado pra falar mal do povo•/@flamengo💍,086,976,873,25152,387,Gente! Cheguei para contar que a @timbrasil me convidou para algo muito importante: dar voz à questões sobre as identidades femininas na mídia e na sociedade atualmente.  #ImagineAsPossibilidades #ad https://t.co/wI6xEJ2hCx,[]
280,TONIGHT_DENVER,,,81,55,3702,0,@WestwordStreet : #ad https://t.co/G0SkAo8Z1p https://t.co/Ax1RSzecrB (via Twitter https://t.co/Y2J6OSXniP) https://t.co/TgDMu7uThy,['ad']
281,ninilicia,"That I was born to run
I don't belong to anyone
Oh no, I don't need to be loved by you",,348,38,2497,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
282,darkoutside_,sou uma constante variável no espaço tempo.,ela/dela ,913,351,36425,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
283,centraloperands,𝙴𝚜𝚝𝚎 𝚙𝚎𝚛𝚏𝚒𝚕 é 𝚞𝚖 𝚏c 𝚍𝚘 𝚙𝚘𝚍𝚌𝚊𝚜𝚝 @moduspod 𝚊𝚙𝚛𝚎𝚜𝚎𝚗𝚝𝚊𝚍𝚘 𝚙𝚘𝚛 @carolmoreira3 𝚎 @mabebonafe.,,19,378,290,4,"Gente, agora as 20h a @carolmoreira3 e a @mabebonafe (eu rs) estaremos na Orelo Talks como convidadas no lançamento de um novo podcast de suspense e ficção. 

Tá com sdds ? Vai lá ouvir a gente! É só entrar no app Orelo que as 20h aparece o chat lá e conseguem ouvir :) 

#publi",[]
284,LStoryDragon,"Ela/Dela
(header por @agayridian)",,395,440,74981,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
285,punkisnathan,"♏Escorpiano.
Escritor wattpad 
🌈Bissexual altamente gay
 ⚧️ trans boy 
🌈ele/dele
🔞BDSMer 
🌻22 y
🌱veg 
🌈insta: @nathanrose_nour
 @natali_ueslei
@juliettswt","Rio de Janeiro, Brasil",1037,248,40725,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
286,condiose,uma yag que é viciada em café e literatura,"Salvador, Brasil",229,73,4645,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
287,Kethybran,"vice-diretoria do coletivo negro Águas do Atlântico ✊🏾🌊
 #UFSJ Bioquímica 3/8 
#IFES Tec em Química 
MG-ES / Taurina ♉  ig: @pretaab","Alvorada, Vila Velha",495,403,39850,5,"Outra coisa que acaba pesando no nosso orçamento são os armários, tanto de cozinha quanto para guardar roupas. 

E aí vem a Dica 3: quando você estiver procurando sua casa para alugar no @quintoandar, você pode usar os filtros de busca e procurar uma casa já mobiliada! #publi",[]
288,Juristas,Twitter do http://t.co/vP8aE08C9W - Curtam a página oficial do Juristas no Facebook - http://t.co/c6noMREfWc,Brazil,331,8800,30161,0,"A Justiça do Rio de Janeiro suspendeu as investigações contra Felipe Neto por suposto crime na Lei de Segurança Nacional (LSN).

Mais: https://t.co/46BSUByk2I

#Shorts #FelipeNeto #CarlosBolsonaro #Youtuber #influencer https://t.co/bfz3V9xebC","['Shorts', 'FelipeNeto', 'CarlosBolsonaro', 'Youtuber', 'influencer']"
289,isteriika,"Brand Manager ⚡
Capricorniana♑   
Krav Maga 🥋
@venusvsmart🎵","Rio do Sul, Brasil",1627,590,29749,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
290,Santa71419342,👍 💓,,43,4,77,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
291,TheDarkFN,Fortnite Content Creator/Player Pro I Panela @sigarevoltados ~ 1.5 years ~ “Just like the moon life has phases”,Tentando ser o Melhor ,417,163,6697,2,SCRIM TRIO / USE CODE {KCHORRO} #ad / !loja !ossinhos !donate !kraken https://t.co/Qwyjd21dBK,['ad']
292,AFROTRALIA,"i bet your lil’ sister wanna look like me, i bet your lil’ brother wanna fuck on me 🥶💎",na sua,2045,1689,12257,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
293,cvermore,"it's just around the corner, darling.",23 | she/ela,2910,3469,104235,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
294,CXC4009,"IFPE-saneamento
19 y
♍
sem tempo irmão.
bolsonaro é o CARALHO.",,392,122,5096,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
295,Aluratrix,"Love my family, have lived up here in Northeast all my life, have travelled some and looking forward to doing more soon.",New England area,666,70,11453,2,"cocomelo $19.99

https://t.co/NlBdQaDbWL #Ad",['Ad']
296,menegassibabi,uma pessoa de muita garra,,206,88,2301,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
297,tefstepho,"🔞 They/Them/pronomes neutros. Divindade Bi Não-Binária, 33, gorda que dança e dá uns nude de vez em quando ao mesmo tempo que fala de RPG

header: edbortolotte",Nova Prata - RS - Brasil,1179,5884,157260,4,"Chegou a hora de falar de #Pugmire o novo RPG com CACHORROS AVENTUREIROS da @EditoraNewOrder  ! Exatamente!

E é INCRÍVEL!!!!

Chegae para mais um #FormaCastPodBall com eu e @DragaodoEspaco 

https://t.co/m8jnrvHWNP
https://t.co/qR2i53GWMj

#Patrocinado #ad https://t.co/5u08THgtZy",['Pugmire']
298,ChitoGaminYT,@youtube partner | we track stocks for #PS5 #xbox #rtx and  soon switch pro |As an Amazon Associate I earn from qualifying purchases. follow me for more info.,Big Apple,2224,82303,48933,2,"cocomelo $19.99

https://t.co/NlBdQaDbWL #Ad",['Ad']
299,senatrofps,"fn player

USE CODE SENATROFN #ad","Guarujá, Brasil",219,35,431,0,@sirxfps SENATROFN #Ad ajuda nois a comprar o pc se puder,['Ad']
300,csh_rj,,,70,32,854,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
301,rodripoly,"Atrás de palavras escondidas, nas entrelinhas do horizonte desta highway🎼", Nossa mente é nosso lar 📍SP,278,106,1020,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
302,operandinhos,Um lugar para exaltar o Modus Operandi,,5,1082,506,4,"Gente, agora as 20h a @carolmoreira3 e a @mabebonafe (eu rs) estaremos na Orelo Talks como convidadas no lançamento de um novo podcast de suspense e ficção. 

Tá com sdds ? Vai lá ouvir a gente! É só entrar no app Orelo que as 20h aparece o chat lá e conseguem ouvir :) 

#publi",[]
303,prettysavaj,comento coisas sobre o mundo pop com certa dose de entusiasmo,,524,606,3471,0,Hoje usei uma máscara desse tipo graças ao gentil fornecimento de minha amiga @tmo_maia. Seja amigo de Taísa Maia vc também #publi,['publi']
304,joelhodevelho,,,150,124,11789,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
305,daniambiental,"Especialista e Mestre na área ambiental.

Coisas outras no twitter.
#environmentalarea",Brazil,5001,3291,221416,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
306,VSF1616,Eu amo o BlackPink,,6115,5638,22323,935,"#publicidade Agora que vocês já sabem que sou a nova Head de Conteúdo de @tanqueraybr, vocês me perguntam: Manu, como se fala “Tanqueray”? Nesse vídeo desenvolvi uma técnica inconfundível para vocês! #TanquerayInconfundivel https://t.co/bXFDTJ76Mw",['publicidade']
307,ohhh_juliana,"Projeto afrogotica de cientista|Bissexual 🏳‍🌈 ela/dela| Física UERJ🌟
 fan page ofc do @DiasGio_ 🤞🏾❤️",Bxd,544,349,39367,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
308,Saaahnik,"Cantora e MissMusa 👑| Designer de sobrancelha| Fotógrafa| BH 🇧🇷
Insta:https://t.co/WVxgJ7HfZb
📚 Fisio - Puc| 
📸: https://t.co/84WTVHy6CA",Brasil,2272,1352,31949,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
309,gailanunes2,"Mutante e Orgulhoso!✨👊🏾🏳️‍🌈


Ele/Dele
1.5",,220,94,11078,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
310,moduspod,🎙 Podcast de crimes reais toda ter e qui 19h | por @carolmoreira3 e @mabebonafe 💀,,43,51745,5393,4,"Gente, agora as 20h a @carolmoreira3 e a @mabebonafe (eu rs) estaremos na Orelo Talks como convidadas no lançamento de um novo podcast de suspense e ficção. 

Tá com sdds ? Vai lá ouvir a gente! É só entrar no app Orelo que as 20h aparece o chat lá e conseguem ouvir :) 

#publi",['publi']
311,IamPaulista,"📌 Aventureiro vivendo em São Paulo
⚡ PMO & Cosplayer 
🏋🏻‍♂️ #CosFitness
⚜️ O sol é p/todos mas a sombra p/poucos
📸 @iampaulista 
🎭 Next Con: --",Brasil,256,377,41766,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
312,pqpclaraq,msm,Niterói - RJ,647,561,102779,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
313,ApolloAlert,"Apollo is the fastest🔥 and no delay😎 alert service for GPUs 

As an Amazon Associate I earn from qualifying purchases.

📬 DM is open for support or thanks.",,583,2134,960,0,"👉🏻 GeForce RTX 3060 Gaming X Trio 12G - Tarjeta Gráfica Enthusiast Gaming (Tri

🇪🇸 https://t.co/W43KvIvgKa

🗓 22:9:6 UTC
#ad #partalert #rtx #nvidia #stock #amd #amazon","['ad', 'partalert', 'rtx', 'nvidia', 'stock', 'amd', 'amazon']"
314,diegodiniz95,"Pai (4)
Cristão
Administrador
Pós Graduado
VITÓRIA SOBRE A MORTE 💀",Rio de Janeiro/Brasil,134,52,782,0,"Quem tu és ? Me conta!!!! 💀

 #diegodiniz #ajuda #instagood #influencer #foco #força #fé https://t.co/Q68dKFFISp","['diegodiniz', 'ajuda', 'instagood', 'influencer', 'foco', 'força', 'fé']"
315,OViniciusArtes,"@oviniciusartes Instagram da minha arte 💞
(comissões abertas.)
🎨 Aquarela 🖌️
Lettering 🖌️
Lápis de cor 🖌️
Tinta acrílica 🖌️
Giz a óleo 🖌️",,196,82,414,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
316,kchorrolooko,Professional Fortnite Player | Code: KCHORRO #ad | Muito além de earnings ($1150) 🇧🇷 kchorrolooko@gmail.com,"Rio Grande do Sul, Brasil",2606,18990,8063,2,SCRIM TRIO / USE CODE {KCHORRO} #ad / !loja !ossinhos !donate !kraken https://t.co/Qwyjd21dBK,['ad']
317,maiteks99,"áries com ascendente em peixes?!!

 (ela/dela)","london, baby",1988,960,11514,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
318,cindianasouzaa,arrasta p cima e vem,"Rio de Janeiro, Brasil",157,118,1228,0,"Não reclame do que Deus tem tirado da sua vida. Todo mestre de obra tira primeiro o entulho para depois começar a construção. 😍

#boanoite #Publi #AVidaDaGente","['boanoite', 'Publi', 'AVidaDaGente']"
319,danmrts,inutilidades úteis,"Brasília, Brasil",804,766,63340,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
320,daenerysderivia,"⭐ Rihanna, The Weeknd, Flamengo, Daenerys, pop, The Umbrella Academy, The Boys, Cobra Kai e etc...","Manaus, Brasil",947,579,27501,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
321,AnswerPointe,"ㅤㅤㅤㅤ ドラマツルギー E ve ◎ .𝟏𝟑𝟎𝟔𝟏𝟑. Life goes on, like this again. 弾 ⌁ 𝒇𝒂𝒏 𝒂𝒄𝒄𝒐𝒖𝒏𝒕. • 25.05.2019 ➜ Only Army. 🐨🐹🐱🐿🐥🐻🐰• ⟭⟬",Levi 𝒂𝒓𝒕. 🗝,308,251,7247,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
322,omnamarraa,"ಠ_ಠ 
tentando resgatar as minhas forças pra me sentir bem e romper a sombra da loucura. (ele/o)",,607,582,46246,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
323,uma_mulher_lisa,"Defendo o SUS, a vacina para TODOS, pró-Impeachment, Lulista, comentários sobre realitys, filmes e séries, minha vida amorosa e memes, porque a gente merece rir","Fortaleza, Ce",319,353,19095,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
324,Jaiiuel,18 || CC for @ValuedEsports || Bussines inquiries @zJuniiorr || Code Jaiuel #ad,,562,3035,30400,1,Code Jaiuel #ad,['ad']
325,jaxcomx,clica e confere: https://t.co/32QAwGFPN9,"Natal, Rio Grande do Norte",160,441,26381,0,"Aproveite o tempo a mais em casa para protejer seu lar com o Seguro Residencial da Porto Seguro. Além de proteção você tem acesso a vários serviços de eletricista, encanador e chaveiro. Saiba mais em:
https://t.co/wu301EpIKh #projetomeuportoseguro #ad https://t.co/sS9YYVCGgl","['projetomeuportoseguro', 'ad']"
326,_camis_camis_,"Oi! Aqui é o perfil pessoal de uma comentarista incoerente do BBB pelos próximos 3 meses e que também faz tweets aleatórios. Siga @DrawwithmeC, lá eu posto arte",Planeta Terra,1135,73,4927,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
327,Wigou2,"vim saber como funciona; 
descobrir, fujam!",,168,57,2128,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
328,Aracelinda_,"traição é traição 
romance é romance 
amor é amor 
e um lance é um lance","Manaus, Brasil",436,524,24799,5,"Outra coisa que acaba pesando no nosso orçamento são os armários, tanto de cozinha quanto para guardar roupas. 

E aí vem a Dica 3: quando você estiver procurando sua casa para alugar no @quintoandar, você pode usar os filtros de busca e procurar uma casa já mobiliada! #publi",[]
329,tuitesdanessa,"Falo de BBB sim, e daí?!",,2475,90,5222,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
330,Aracelinda_,"traição é traição 
romance é romance 
amor é amor 
e um lance é um lance","Manaus, Brasil",436,524,24799,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
331,FortNews_FNBR,"Fortnite vazamentos ⚠️ 
Loja de itens 🛍️
Concepts 👥
Código:yarleybr


#Ad #EpicPartner",use CODE yarleybr #AD,70,1077,1618,0,"🛍 GUIAS | Loja de itens 🛍

➡️ Kratos
➡️ Master Chief
➡️ Guerra Futurística
➡️ Street Fighter
➡️ Ofertas Especiais
➡️ Destaque 2x
➡️ Diário

APOIE UM CRIADOR: yarleybr #ad💕",['ad']
